question,option0,option1,option2,correctIndex,difficulty,era,region
"Which 1928 film is often cited as the 'Last Great Silent' before talkies took over?","The Crowd","Lonesome","The Docks of New York",0,"Medium","Silent Era","Domestic"
"What was the first feature-length color film made in the two-color Technicolor process?","The Toll of the Sea","The Black Pirate","The Gulf Between",2,"Medium","Silent Era","Domestic"
"Which director was known for his massive biblical epics like 'The Ten Commandments' (1923)?","D.W. Griffith","Cecil B. DeMille","Fred Niblo",1,"Medium","Silent Era","Domestic"
"In 'Sherlock Jr.', how does Buster Keaton's character enter the world of the film he is watching?","Through a dream","By physically jumping into the screen","He is pulled in by the villain",1,"Medium","Silent Era","Domestic"
"Who was the first African American to produce a feature-length film, often responding to 'The Birth of a Nation'?","Oscar Micheaux","Noble Johnson","Spencer Williams",0,"Medium","Silent Era","Domestic"
"Which 1925 film is famous for its 'Big Parade' of soldiers going to WWI?","The Big Parade","Wings","What Price Glory?",0,"Medium","Silent Era","Domestic"
"What 1928 film features Mickey Mouse in his first synchronized sound cartoon (though a silent version existed)?","Plane Crazy","The Gallopin' Gaucho","Steamboat Willie",2,"Medium","Silent Era","Domestic"
"Which 1922 Swedish film uses a mix of documentary and fiction to explore the history of witchcraft?","Häxan","The Phantom Carriage","Sir Arne's Treasure",0,"Medium","Silent Era","International"
"Who directed the 1929 'Man with a Movie Camera,' which pushed the boundaries of editing and cinematography?","Sergei Eisenstein","Dziga Vertov","Lev Kuleshov",1,"Medium","Silent Era","International"
"In Fritz Lang's 'Metropolis', what is the name of the visionary city-builder's son who discovers the underworld?","Rotwang","Freder","Joh Fredersen",1,"Medium","Silent Era","International"
"Which 1921 Victor Sjöström film features a skeletal driver of a ghostly coach?","Häxan","The Phantom Carriage","The Outlaw and His Wife",1,"Medium","Silent Era","International"
"Which actress starred as the tragic 'Lulu' in G.W. Pabst's 'Pandora's Box' (1929)?","Louise Brooks","Marlene Dietrich","Greta Garbo",0,"Medium","Silent Era","International"
"Which 1924 film by René Clair is a surrealist masterpiece that features a funeral procession following a camel?","Entr'acte","The Smiling Madame Beudet","Ballet Mécanique",0,"Medium","Silent Era","International"
"What Japanese film movement, active in the silents, featured a live narrator who explained the action?","Benshi","Kabuki","Jidaigeki",0,"Medium","Silent Era","International"
"In 'The Passion of Joan of Arc', director Carl Theodor Dreyer famously forbade the actors from doing what?","Speaking","Wearing makeup","Crying",1,"Medium","Silent Era","International"
"Which 1926 German film by F.W. Murnau features a visually stunning sequence of the demon Mephisto hovering over a town?","Faust","The Last Laugh","Tartuffe",0,"Medium","Silent Era","International"
"The 1927 film 'Napoléon' featured a technical innovation where three cameras were used to create what effect?","3D","Technicolor","Widescreen (Triptych)",2,"Medium","Silent Era","International"
"Which Soviet director's 'Montage of Attractions' theory focused on shocking the audience into awareness?","Vsevolod Pudovkin","Sergei Eisenstein","Alexander Dovzhenko",1,"Medium","Silent Era","International"
"What is the name of the 1928 Chinese martial arts film that is one of the earliest of its kind?","The Burning of the Red Lotus Temple","Laborer's Love","Orphan of the Snow",0,"Medium","Silent Era","International"
"Who directed the 1923 French film 'La Roue,' known for its rapid-fire editing during a train crash?","Jean Epstein","Abel Gance","Marcel L'Herbier",1,"Medium","Silent Era","International"
"In the 1920 film 'The Golem: How He Came into the World,' how is the clay creature brought to life?","By lightning","By a magic word in an amulet","By a drop of blood",1,"Medium","Silent Era","International"
"Which 1927 international film is famous for the 'Schüfftan process,' a mirror-based special effect?","Metropolis","Napoléon","Wings",0,"Medium","Silent Era","International"
"Which actress was known as the 'Danish Garbo' and was a major star of European silents before moving to Hollywood?","Asta Nielsen","Anna Q. Nilsson","Pola Negri",0,"Medium","Silent Era","International"
"The 1925 German film 'The Last Laugh' is famous for its lack of which standard silent film feature?","Background music","Intertitles","Close-ups",1,"Medium","Silent Era","International"
"Who directed the 1928 avant-garde film 'The Fall of the House of Usher' (French version)?","Jean Epstein","Luis Buñuel","Jean Cocteau",0,"Medium","Silent Era","International"
"Which 1926 Soviet film by Vsevolod Pudovkin is based on a Maxim Gorky novel about the 1905 Revolution?","Mother","The End of St. Petersburg","Storm Over Asia",0,"Medium","Silent Era","International"
"Which 1916 D.W. Griffith film was his answer to critics of 'Birth of a Nation,' featuring four interwoven stories across history?","Broken Blossoms","Intolerance","Orphans of the Storm",1,"Hard","Silent Era","Domestic"
"What was the name of the 'Glass Studio' built by Thomas Edison in New Jersey, the world's first film studio?","The Black Maria","The Glass House","Edison’s Lab",0,"Hard","Silent Era","Domestic"
"Which 1928 film by Paul Leni is a key bridge between German Expressionism and Universal Horror, featuring a protagonist with a permanent grin?","The Cat and the Canary","The Man Who Laughs","The Last Warning",1,"Hard","Silent Era","Domestic"
"In the 1927 film 'The Unknown', Lon Chaney plays an armless knife thrower; how did he achieve the effect of armlessness?","Simple editing","A double with no arms","Binding his arms tightly to his torso for hours",2,"Hard","Silent Era","Domestic"
"Which silent film star died in a mysterious scandal involving Fatty Arbuckle that led to the creation of the Hays Office?","Olive Thomas","Virginia Rappe","Mabel Normand",1,"Hard","Silent Era","Domestic"
"Who was the cinematographer for 'Sunrise' and 'City Lights', known for his pioneering mobile camera work?","Karl Struss","Billy Bitzer","Charles Rosher",0,"Hard","Silent Era","Domestic"
"Which 1923 film was the first feature-length documentary to be a commercial hit, though it was later accused of staging scenes?","Grass","Nanook of the North","Chang",1,"Hard","Silent Era","Domestic"
"In the 1924 film 'The Thief of Bagdad', how was the flying carpet sequence achieved?","Stop-motion","Rear projection","Wires and a crane-mounted platform",2,"Hard","Silent Era","Domestic"
"Which silent comedy star was known for his 'Glasses' character, a go-getter in a straw boater hat?","Harold Lloyd","Harry Langdon","Charley Chase",0,"Hard","Silent Era","Domestic"
"The 'K-B' in K-B Studios, home of early Western star William S. Hart, stood for what?","Kessel-Bauman","Keystone-Biograph","Kohn-Bernstein",0,"Hard","Silent Era","Domestic"
"Which 1925 film features a famous scene where Charlie Chaplin eats a leather boot?","The Circus","City Lights","The Gold Rush",2,"Hard","Silent Era","Domestic"
"Who directed the 1928 masterpiece 'The Wind', starring Lillian Gish in a role where the environment is the antagonist?","Victor Sjöström","Mauritz Stiller","F.W. Murnau",0,"Hard","Silent Era","Domestic"
"Which silent director was known for his 'Touch,' characterized by sophisticated, subtle romantic comedies?","Howard Hawks","Ernst Lubitsch","Frank Capra",1,"Hard","Silent Era","Domestic"
"In the 1922 film 'Foolish Wives', which director insisted on building a full-scale replica of Monte Carlo in California?","Erich von Stroheim","Rex Ingram","King Vidor",0,"Hard","Silent Era","Domestic"
"What was the name of the first major American film studio, where D.W. Griffith and Mary Pickford started?","Vitagraph","Biograph","Lubin",1,"Hard","Silent Era","Domestic"
"Which 1926 film by Buster Keaton was the most expensive comedy ever made at the time, featuring a real locomotive crashing into a river?","The General","Sherlock Jr.","Go West",0,"Hard","Silent Era","Domestic"
"Who was the screenwriter known for her 'formula' for the silent melodrama and was the highest-paid writer of the 1920s?","Anita Loos","Frances Marion","June Mathis",1,"Hard","Silent Era","Domestic"
"The 1921 film 'The Kid' was Chaplin's first feature; which child actor played the title role?","Jackie Coogan","Mickey Rooney","Spanky McFarland",0,"Hard","Silent Era","Domestic"
"In the silent era, which company held a monopoly on film technology, leading independent producers to move to Hollywood to escape them?","The Motion Picture Patents Company","General Film Company","The Edison Trust",0,"Hard","Silent Era","Domestic"
"Which 1925 international film by Sergei Eisenstein features the first use of hand-painted red in a major release?","October","Strike","Battleship Potemkin",2,"Hard","Silent Era","International"
"In the 1921 film 'Destiny' by Fritz Lang, which entity is the protagonist trying to bargain with?","The Devil","Death","God",1,"Hard","Silent Era","International"
"Which 1929 Japanese film by Yasujirō Ozu is one of his earliest extant silents and explores the lives of college students?","I Graduated, But...","Days of Youth","Where Now Are the Dreams of Youth?",1,"Hard","Silent Era","International"
"Who was the director of the 1927 German film 'The Love of Jeanne Ney,' known for its 'street realism'?","G.W. Pabst","F.W. Murnau","Fritz Lang",0,"Hard","Silent Era","International"
"The 1924 Soviet film 'The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks' was directed by whom?","Lev Kuleshov","Vsevolod Pudovkin","Dziga Vertov",0,"Hard","Silent Era","International"
"In the 1928 French film 'The Seashell and the Clergyman', who wrote the screenplay that led to a dispute with director Germaine Dulac?","Antonin Artaud","Salvador Dalí","André Breton",0,"Hard","Silent Era","International"
"In D.W. Griffith's 'Intolerance' (1916), the massive Babylonian set was so large it required what unusual method for the camera to move toward the gate?","A 100-foot tower on railroad tracks","A hot air balloon","A pulley system from a nearby mountain",0,"Director Cut","Silent Era","Domestic"
"Which 1920 silent film, now mostly lost, featured a protagonist who was a 'Man with a Mirror' and used reflective surfaces to solve crimes?","The Glass House","The Man with the Mirror","Reflections",1,"Director Cut","Silent Era","Domestic"
"What was the 'Billy Bitzer' invention used in 'Birth of a Nation' to focus the viewer's eye on a specific part of the screen?","The Iris","The Deep Focus","The Split Screen",0,"Director Cut","Silent Era","Domestic"
"In 'The General', how many actual Civil War-era locomotives were used and destroyed during the production?","One","Three","Five",1,"Director Cut","Silent Era","Domestic"
"Which silent film was the first to use 'miniatures' and 'forced perspective' to create the illusion of a massive city in 1914?","Cabiria","Judith of Bethulia","The Squaw Man",0,"Director Cut","Silent Era","Domestic"
"Before Technicolor, 'Tinting' and 'Toning' were standard; which chemical process actually replaced the silver in the film emulsion with colored salts?","Tinting","Toning","Stenciling",1,"Director Cut","Silent Era","Domestic"
"Which 1928 silent film utilized a 'mobile' camera by strapping it to a tricycle and a ladder to film a tracking shot of a crowd?","The Crowd","Speedy","Show People",0,"Director Cut","Silent Era","Domestic"
"In the 1924 film 'Greed', von Stroheim insisted on filming in Death Valley during the summer; how many crew members reportedly suffered from heatstroke?","None","Nearly half the crew","The entire cast and crew at various points",2,"Director Cut","Silent Era","Domestic"
"Which early silent director used a 'revolving stage' in 1913 to simulate the motion of a train car?","Thomas Ince","Mack Sennett","D.W. Griffith",0,"Director Cut","Silent Era","Domestic"
